external_image_id,prompt_id,prompt_index,prompt,provider,underlying_generator_vendor,generator_family,generator_key,requested_model_endpoint,actual_model_endpoint,compatibility_adjustment,request_id,returned_url,generation_timestamp,generation_seed,seed_supported,requested_settings_json,actual_width,actual_height,content_type,native_extension,native_path,file_size_bytes,sha256,generation_status,retry_count,provenance_verified,notes
EXT_GPT2_0032,P0032,32,"Photorealistic natural camera photograph. A baseball player swings his bat while a ball floats above his head towards the catcher and umpire.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03acf-e232-7e71-a4d6-eb5d39c1fbb0,https://v3b.fal.media/files/b/0aa7cd9d/I02cuYihOtlXLPMWWckBd_Ifev9n5c.png,2026-08-25T21:27:08.469011+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A baseball player swings his bat while a ball floats above his head towards the catcher and umpire.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0032.png,1176888,d3981975946d02acc1b8679b590ccfdb866cc9af5476ed722009c1e7a8b69c59,success,0,true,queue_http_poller
EXT_GPT2_0033,P0033,33,"Photorealistic natural camera photograph. A couple of elephants standing in the water.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:27:23.619857+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A couple of elephants standing in the water.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0034,P0034,34,"Photorealistic natural camera photograph. A man on a motorcycle resting on the side of a country road. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:27:38.722383+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A man on a motorcycle resting on the side of a country road. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0035,P0035,35,"Photorealistic natural camera photograph. A man and a woman holding stuffed teddy bears near the ocean.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03ad2-594d-7c71-be7a-8f9f6f1d86da,https://v3b.fal.media/files/b/0aa7cdad/SBVUFibdG2tuau1EqFyBD_TpqLoAlE.png,2026-08-25T21:29:57.464756+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A man and a woman holding stuffed teddy bears near the ocean.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0035.png,1083930,de3c7e64d12c9a4ad702e63e72720d5d965badfec3a3585bc0b2d1cbd35b6673,success,0,true,queue_http_poller
EXT_GPT2_0036,P0036,36,"Photorealistic natural camera photograph. A train going around a curve near the forest.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",01a03ad4-7ddc-7300-a405-002be8939847,https://v3b.fal.media/files/b/0aa7cdbc/GJ5EVjBlPh36DOnpvQRrn_VUm6RuRW.png,2026-08-25T21:32:53.714934+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A train going around a curve near the forest.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",1024,1024,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0036.png,1933077,228323f975c7aa7604d1c29470cb0f7390d3985205beed7682dfb3e18566d834,success,2,true,queue_http_poller
EXT_GPT2_0037,P0037,37,"Photorealistic natural camera photograph. A cute little blond girl sitting next to a pizza.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:33:08.854359+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A cute little blond girl sitting next to a pizza.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0038,P0038,38,"Photorealistic natural camera photograph. A toddler and cat are in a living room with open curtains.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:33:24.660041+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A toddler and cat are in a living room with open curtains.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0039,P0039,39,"Photorealistic natural camera photograph. A bathroom looks clean but is missing tile at the shower stall.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:33:39.087785+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A bathroom looks clean but is missing tile at the shower stall.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0040,P0040,40,"Photorealistic natural camera photograph. A couple of birds that are walking in a field.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:33:53.572418+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A couple of birds that are walking in a field.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0041,P0041,41,"Photorealistic natural camera photograph. A bird attempting to bite a piece of sandwich bread.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",01a03ad8-291b-7592-8b74-35bc25cda848,https://v3b.fal.media/files/b/0aa7cdd4/y0zuoks9o2FWard2aXU1g_bTMkpqdF.png,2026-08-25T21:36:13.990743+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A bird attempting to bite a piece of sandwich bread.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",1024,1024,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0041.png,1586414,0e1a99e2471c049940f83151cbb508e490d0e9a8abad53cd0d10feb679dd01ba,success,3,true,queue_http_poller
EXT_GPT2_0042,P0042,42,"Photorealistic natural camera photograph. A busy city intersection clogged with bike traffic. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:36:28.407152+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A busy city intersection clogged with bike traffic. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0043,P0043,43,"Photorealistic natural camera photograph. A person on a surf board by a big wave.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:36:42.837766+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A person on a surf board by a big wave.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0044,P0044,44,"Photorealistic natural camera photograph. A brown and a gray elephant are in a circus ring and the brown elephant is walking behind the gray elephant as well as two people training them are standing nearby.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:36:57.245991+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A brown and a gray elephant are in a circus ring and the brown elephant is walking behind the gray elephant as well as two people training them are standing nearby.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0045,P0045,45,"Photorealistic natural camera photograph. A woman on skis standing sideways in the snow.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:37:11.683497+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A woman on skis standing sideways in the snow.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0046,P0046,46,"Photorealistic natural camera photograph. A boy on a horse jumps across th water hoe. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:37:26.120111+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A boy on a horse jumps across th water hoe. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0047,P0047,47,"Photorealistic natural camera photograph. The birds are sitting next to each other on a tree branch,. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:37:40.562754+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. The birds are sitting next to each other on a tree branch,. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0048,P0048,48,"Photorealistic natural camera photograph. A red light is a wonderful contrast to the pink leaves on trees. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:37:55.008342+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A red light is a wonderful contrast to the pink leaves on trees. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0049,P0049,49,"Photorealistic natural camera photograph. A person that is standing on a skateboard.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:38:09.440514+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A person that is standing on a skateboard.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0050,P0050,50,"Photorealistic natural camera photograph. A white sink placed in the middle of a constructed kitchen.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:38:23.948733+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A white sink placed in the middle of a constructed kitchen.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0051,P0051,51,"Photorealistic natural camera photograph. Scenic boats daily travel the Thames in England.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:38:38.390350+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. Scenic boats daily travel the Thames in England.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0052,P0052,52,"Photorealistic natural camera photograph. A boy riding a boogie board in the ocean waves.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:38:52.821918+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A boy riding a boogie board in the ocean waves.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0053,P0053,53,"Photorealistic natural camera photograph. A guy doing tricks on his kate board. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:39:07.245259+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A guy doing tricks on his kate board. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0054,P0054,54,"Photorealistic natural camera photograph. A girl reading a book in bed with a cat. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:39:21.686722+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A girl reading a book in bed with a cat. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0055,P0055,55,"Photorealistic natural camera photograph. A close up picture of some food on a plate.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:39:36.116267+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A close up picture of some food on a plate.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0056,P0056,56,"Photorealistic natural camera photograph. A black fridge that is reflecting the room.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:39:50.541425+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A black fridge that is reflecting the room.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0057,P0057,57,"Photorealistic natural camera photograph. A dog sits waiting while his owner cuts some meat.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:40:04.990830+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A dog sits waiting while his owner cuts some meat.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0058,P0058,58,"Photorealistic natural camera photograph. A cell phone on a blue item with tiny holes.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:40:19.424825+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A cell phone on a blue item with tiny holes.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0059,P0059,59,"Photorealistic natural camera photograph. A colorful display of vegetables and produce at a market.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:40:33.926219+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A colorful display of vegetables and produce at a market.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0060,P0060,60,"Photorealistic natural camera photograph. A man flying through the air on top of a skateboard.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:40:48.388856+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A man flying through the air on top of a skateboard.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0061,P0061,61,"Photorealistic natural camera photograph. A baby elephant stands near to four larger adult elephants.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:41:02.811120+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A baby elephant stands near to four larger adult elephants.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GPT2_0062,P0062,62,"Photorealistic natural camera photograph. A collection of suitcases lined up in front of hotel curtains.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,"switched image_size to {width:1024,height:1024}",,,2026-08-25T21:41:17.234563+00:00,,false,"{""image_size"": {""height"": 1024, ""width"": 1024}, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A collection of suitcases lined up in front of hotel curtains.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",,,,,,,,failed,3,false,HTTPError: HTTP Error 403: Forbidden
EXT_GEM31_0001,P0001,1,"Photorealistic natural camera photograph. A herd of giraffe running across a field.. No text, no watermark, realistic lighting and camera detail.",fal.ai,Google,Gemini 3.1 Flash Image / Nano Banana 2,gemini_3_1_flash_image,fal-ai/gemini-3.1-flash-image-preview,fal-ai/gemini-3.1-flash-image-preview,,,https://v3b.fal.media/files/b/0aa7cab4/jzkAn99LO1MQWCF7ClKaZ_qrVOmtSw.png,2026-08-25T19:20:58.009176+00:00,,false,"{""aspect_ratio"": ""1:1"", ""enable_web_search"": false, ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A herd of giraffe running across a field.. No text, no watermark, realistic lighting and camera detail."", ""resolution"": ""1K""}",1024,1024,image/png,.png,data/external_v1/native/ai/gemini_3_1_flash_image/GEM31_P0001.png,1883649,89c1e25b45797ef317f366823ff14893d71afe07187cd3ad31e8193da89540b0,success,0,true,
EXT_SD35_0001,P0001,1,"Photorealistic natural camera photograph. A herd of giraffe running across a field.. No text, no watermark, realistic lighting and camera detail.",fal.ai,Stability AI,Stable Diffusion 3.5 Large,stable_diffusion_3_5_large,fal-ai/stable-diffusion-v35-large,fal-ai/stable-diffusion-v35-large,,,https://v3b.fal.media/files/b/0aa7cadb/tt7vnQUnw07O3aCq5Pmrn.png,2026-08-25T19:27:26.983092+00:00,420001,true,"{""enable_safety_checker"": true, ""image_size"": ""square_hd"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A herd of giraffe running across a field.. No text, no watermark, realistic lighting and camera detail."", ""seed"": 420001}",1024,1024,image/png,.png,data/external_v1/native/ai/stable_diffusion_3_5_large/SD35_P0001.png,1914252,00694659ace119b814b7f8e9b8d0f641d16fd9e613781c3814d3433404a45298,success,0,true,
EXT_SEED5P_0001,P0001,1,"Photorealistic natural camera photograph. A herd of giraffe running across a field.. No text, no watermark, realistic lighting and camera detail.",fal.ai,ByteDance,Seedream 5.0 Pro,seedream_5_pro,bytedance/seedream/v5/pro/text-to-image,bytedance/seedream/v5/pro/text-to-image,,,https://v3b.fal.media/files/b/0aa7cadf/hy_bv5dVTz6RD3dG0inGT_f02be7b8b79b42298b5dfe9d26022dcb.png,2026-08-25T19:27:53.269325+00:00,,false,"{""enable_safety_checker"": true, ""image_size"": ""auto_1K"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A herd of giraffe running across a field.. No text, no watermark, realistic lighting and camera detail.""}",1248,832,image/png,.png,data/external_v1/native/ai/seedream_5_pro/SEED5P_P0001.png,2072343,bc7cf498920397bb63a570648cbc5906c69feb11ce78cc1797d43c60eb79791b,success,0,true,
