# SUPERSEDED_BY_PROTOCOL_V1_1 — Midjourney V8.2 replaced by Seedream 5.0 Pro (fal.ai). Retained as historical evidence.
prompt_id,exact_prompt,required_version,required_aspect_ratio,target_filename,target_folder,mode,forbidden,notes
P0081,"Photorealistic natural camera photograph. Three surfers are close together on the waves.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0081.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0082,"Photorealistic natural camera photograph. A large square pizza sitting on top of a pan.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0082.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0083,"Photorealistic natural camera photograph. A light pole and street sign in front of a store front.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0083.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0084,"Photorealistic natural camera photograph. A group of people skating around red obstacles.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0084.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0085,"Photorealistic natural camera photograph. A man has one foot on his skateboard. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0085.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0086,"Photorealistic natural camera photograph. A Giraffe looking down in front of a fence.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0086.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0087,"Photorealistic natural camera photograph. A row of beer bottles and bananas on a wooden counter.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0087.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0088,"Photorealistic natural camera photograph. A cloudy sky is shown behind a Hollywood street sign.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0088.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0089,"Photorealistic natural camera photograph. A guy is posing with a plate of food.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0089.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0090,"Photorealistic natural camera photograph. A man prepares to cross the street at a crosswalk. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0090.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0091,"Photorealistic natural camera photograph. A large group of people skiing along a snowy ridge.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0091.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0092,"Photorealistic natural camera photograph. A boy with a bat has a batting helmet pulled over his face.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0092.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0093,"Photorealistic natural camera photograph. A clear vase of simple flowers is sitting in a windowsill.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0093.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0094,"Photorealistic natural camera photograph. A hand holding a sandwich above a plate.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0094.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0095,"Photorealistic natural camera photograph. A being is doing something as of right now that is splendid.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0095.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0096,"Photorealistic natural camera photograph. A pair of children stand on a fence together.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0096.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0097,"Photorealistic natural camera photograph. A break room kitchen is shown with two microwaves.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0097.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0098,"Photorealistic natural camera photograph. A boy sitting next to a girl holding a big white surfboard.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0098.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0099,"Photorealistic natural camera photograph. A BRIGHT COLORED BIRD IS SITTING ON A BRANCH OF A FULL TREE. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0099.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
P0100,"Photorealistic natural camera photograph. A man flying through the air on top of a wooden ramp.. No text, no watermark, realistic lighting and camera detail.",--v 8.2,--ar 1:1,MJ82_P0100.png,data/external_v1/native/ai/midjourney_v82/,standard_normal_generation,no editing; no reference images; no personalization; no style references; no cherry-picking,Authorised Midjourney account/UI only. Do not use unofficial scrapers.
